"mergeid","hhid3","yrbirth","gender","country","evac","pow","camp","group","state.15","state.16","state.17","state.18","state.19","state.20","state.21","state.22","state.23","state.24","state.25","state.26","state.27","state.28","state.29","state.30","state.31","state.32","state.33","state.34","state.35","state.36","state.37","state.38","state.39","state.40","state.41","state.42","state.43","state.44","state.45","state.46","state.47","state.48","state.49","state.50","state.51","state.52","state.53","state.54","state.55","state.56","state.57","state.58","state.59","state.60","WW_age","marage","propensity"
"NL-925139-02","NL-925139-A",1934,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,26,"1.1005"
"NL-928950-02","NL-928950-A",1939,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,23,"1.968"
"NL-929363-01","NL-929363-A",1935,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,26,"1.1004"
"NL-929713-02","NL-929713-A",1937,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,23,"1.958"
"NL-930987-01","NL-930987-A",1941,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,24,"1.922"
"NL-933156-01","NL-933156-A",1934,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,24,"1.991"
"NL-933642-01","NL-933642-A",1932,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,28,"1.923"
"NL-933642-02","NL-933642-A",1935,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,25,"1.909"
"NL-935637-01","NL-935637-A",1926,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,27,"1.1020"
"NL-942350-01","NL-942350-A",1938,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,22,"1.913"
"NL-942350-02","NL-942350-A",1936,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,25,"1.912"
"NL-943066-02","NL-943066-A",1943,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,19,"1.925"
"NL-945151-01","NL-945151-A",1935,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,21,"1.1000"
"NL-947327-01","NL-947327-A",1938,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,NA,"1.904"
"NL-948737-01","NL-948737-A",1940,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,25,"1.934"
"NL-948737-02","NL-948737-A",1938,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,27,"1.938"
"NL-949357-02","NL-949357-A",1931,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,24,"1.929"
"NL-949907-02","NL-949907-A",1925,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,24,"1.1018"
"NL-950443-02","NL-950443-A",1929,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,26,"1.966"
"NL-953168-01","NL-953168-A",1939,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,NA,"1.956"
"NL-955088-01","NL-955088-A",1942,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,23,"1.1017"
"NL-956437-01","NL-956437-A",1937,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,30,30,30,30,30,30,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,10,10,10,10,10,7,20,"1.921"
"NL-957311-02","NL-957311-A",1942,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10,10,10,10,2,21,"1.990"
"NL-957636-01","NL-957636-A",1924,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,35,"1.983"
"NL-960974-01","NL-960974-A",1927,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,26,"1.933"
"NL-961225-02","NL-961225-A",1943,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,27,"1.914"
"NL-961281-01","NL-961281-A",1940,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,25,"1.926"
"NL-961677-01","NL-961677-A",1941,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,26,"1.917"
"NL-962155-02","NL-962155-A",1926,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,24,"1.955"
"NL-962168-01","NL-962168-A",1935,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,23,"1.988"
"NL-962168-02","NL-962168-A",1933,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,25,"1.953"
"NL-963896-01","NL-963896-A",1935,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,24,"1.962"
"NL-964184-02","NL-964184-A",1936,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,24,"1.905"
"NL-965456-02","NL-965456-A",1935,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,28,"1.902"
"NL-965828-01","NL-965828-A",1944,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,21,"1.1029"
"NL-965836-01","NL-965836-A",1944,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0,24,"1.1014"
"NL-968224-01","NL-968224-A",1923,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,27,"1.964"
"NL-968224-02","NL-968224-A",1926,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,24,"1.941"
"NL-971387-01","NL-971387-A",1924,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,22,"1.1024"
"NL-973529-02","NL-973529-A",1933,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,29,"1.942"
"NL-973809-01","NL-973809-A",1932,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,26,"1.954"
"NL-975818-01","NL-975818-A",1932,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,12,29,"1.924"
"NL-976719-01","NL-976719-A",1923,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,22,"1.1001"
"NL-977733-02","NL-977733-A",1942,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,25,"1.935"
"NL-978321-01","NL-978321-A",1934,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,33,"1.1006"
"NL-980764-01","NL-980764-A",1940,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,27,"1.1030"
"NL-981509-01","NL-981509-A",1930,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,36,"1.989"
"NL-983378-01","NL-983378-A",1935,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,32,"1.959"
"NL-983378-02","NL-983378-A",1934,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,33,"1.947"
"NL-985109-01","NL-985109-A",1940,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,NA,"1.915"
"NL-985891-01","NL-985891-A",1921,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,23,NA,"1.920"
"NL-986892-01","NL-986892-A",1935,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,NA,"1.957"
"NL-986892-02","NL-986892-A",1928,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,NA,"1.952"
"NL-988655-01","NL-988655-A",1939,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,19,"1.950"
"NL-990270-01","NL-990270-A",1940,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,28,"1.1027"
"NL-993611-02","NL-993611-A",1941,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,19,"1.939"
"NL-996482-01","NL-996482-A",1942,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,23,"1.907"
"NL-999552-02","NL-999552-A",1944,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0,27,"1.1011"
"NL-999666-02","NL-999666-A",1943,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,21,"1.984"
"NL-999845-01","NL-999845-A",1944,"Female","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,11,21,21,21,21,21,21,21,21,21,21,21,0,22,"1.1028"
"NL-999845-02","NL-999845-A",1940,"Male","Netherlands",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,11,11,11,11,11,11,11,11,21,21,21,21,21,21,4,24,"1.949"
"PL-025932-01","PL-025932-A",1919,"Female","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,25,28,"1.1056"
"PL-034247-01","PL-034247-A",1923,"Female","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,22,"1.1075"
"PL-034965-02","PL-034965-A",1922,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,29,"1.818"
"PL-081562-01","PL-081562-A",1923,"Female","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,32,"1.1051"
"PL-178301-02","PL-178301-A",1919,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,25,21,"1.1094"
"PL-227657-01","PL-227657-A",1922,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,42,"1.1084"
"PL-458321-02","PL-458321-A",1923,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,25,"1.1083"
"PL-460859-02","PL-460859-A",1919,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,25,23,"1.1042"
"PL-501408-01","PL-501408-A",1925,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,25,"1.1090"
"PL-537489-01","PL-537489-A",1926,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,23,"1.1087"
"PL-573466-01","PL-573466-A",1927,"Female","Poland",0,0,0,FALSE,10,10,10,10,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,20,"1.1108"
"PL-610521-02","PL-610521-A",1920,"Female","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,27,"1.1113"
"PL-620276-01","PL-620276-A",1925,"Female","Poland",0,0,0,FALSE,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,31,"1.1050"
"PL-653034-01","PL-653034-A",1924,"Female","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,22,"1.1106"
"PL-668621-01","PL-668621-A",1925,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,47,"1.1055"
"PL-671098-02","PL-671098-A",1936,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,30,"1.1092"
"PL-672363-01","PL-672363-A",1936,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,27,"1.1086"
"PL-737873-01","PL-737873-A",1927,"Female","Poland",0,0,0,FALSE,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,19,"1.1105"
"PL-767606-01","PL-767606-A",1927,"Female","Poland",0,0,0,FALSE,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,21,"1.1098"
"PL-772947-01","PL-772947-A",1927,"Female","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,26,"1.1067"
"PL-775060-01","PL-775060-A",1920,"Female","Poland",0,0,0,FALSE,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,17,"1.1078"
"PL-783854-01","PL-783854-A",1928,"Female","Poland",0,0,0,FALSE,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,20,"1.1088"
"PL-785173-01","PL-785173-A",1928,"Female","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,26,"1.1079"
"PL-794303-02","PL-794303-A",1919,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,25,33,"1.813"
"PL-800851-02","PL-800851-A",1937,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,23,"1.1091"
"PL-801283-01","PL-801283-A",1931,"Female","Poland",0,0,0,FALSE,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,18,"1.1111"
"PL-805757-02","PL-805757-A",1933,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,21,"1.1095"
"PL-817596-01","PL-817596-A",1936,"Female","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,22,"1.1097"
"PL-840075-01","PL-840075-A",1941,"Female","Poland",0,0,0,FALSE,10,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,18,"1.1061"
"PL-846697-01","PL-846697-A",1922,"Female","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,24,"1.1034"
"PL-846988-02","PL-846988-A",1943,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,26,"1.1112"
"PL-848207-02","PL-848207-A",1943,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,22,"1.1101"
"PL-861650-01","PL-861650-A",1932,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,23,"1.1110"
"PL-868278-01","PL-868278-A",1933,"Male","Poland",0,0,0,FALSE,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,21,"1.1070"
"PL-868278-02","PL-868278-A",1934,"Female","Poland",0,0,0,FALSE,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,20,"1.1085"
