"mergeid","hhid3","yrbirth","gender","country","evac","pow","camp","group","state.15","state.16","state.17","state.18","state.19","state.20","state.21","state.22","state.23","state.24","state.25","state.26","state.27","state.28","state.29","state.30","state.31","state.32","state.33","state.34","state.35","state.36","state.37","state.38","state.39","state.40","state.41","state.42","state.43","state.44","state.45","state.46","state.47","state.48","state.49","state.50","state.51","state.52","state.53","state.54","state.55","state.56","state.57","state.58","state.59","state.60","WW_age","marage","propensity"
"AT-013179-02","AT-013179-A",1919,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,25,NA,"1.1099"
"AT-039523-01","AT-039523-A",1919,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,25,29,"1.786"
"AT-085959-01","AT-085959-A",1926,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,NA,"1.25"
"AT-187699-01","AT-187699-A",1922,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,27,"1.63"
"AT-403735-01","AT-403735-A",1937,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,7,41,"1.61"
"AT-431525-02","AT-431525-A",1921,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,23,30,"1.9"
"AT-487994-02","AT-487994-A",1923,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,26,"1.17"
"AT-553257-01","AT-553257-A",1922,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,25,"1.26"
"AT-560553-01","AT-560553-A",1920,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,30,"1.41"
"AT-597038-02","AT-597038-A",1924,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,20,28,"1.14"
"AT-606077-02","AT-606077-A",1937,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,10,10,10,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,34,"1.11"
"AT-619140-01","AT-619140-A",1937,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,37,"1.6"
"AT-636509-02","AT-636509-A",1937,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,10,10,10,10,10,10,10,10,10,30,30,10,20,20,20,20,20,20,20,20,20,20,7,28,"1.2"
"AT-637934-01","AT-637934-A",1934,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,27,"1.33"
"AT-684239-01","AT-684239-A",1927,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,27,"1.57"
"AT-695526-01","AT-695526-A",1925,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19,NA,"1.18"
"AT-706411-01","AT-706411-A",1926,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,25,"1.24"
"AT-725282-01","AT-725282-A",1919,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,25,30,"1.37"
"AT-737948-02","AT-737948-A",1941,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,22,"1.55"
"AT-798763-01","AT-798763-A",1929,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,21,"1.23"
"AT-810673-01","AT-810673-A",1921,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,24,"1.54"
"AT-819424-01","AT-819424-A",1934,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,26,"1.12"
"AT-821823-01","AT-821823-A",1938,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,6,21,"1.49"
"AT-840817-01","AT-840817-A",1941,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,35,"1.39"
"AT-843656-01","AT-843656-A",1930,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,37,"1.29"
"AT-849848-01","AT-849848-A",1935,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,22,"1.46"
"AT-866316-01","AT-866316-A",1929,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,29,"1.36"
"AT-872330-02","AT-872330-A",1926,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,29,"1.16"
"AT-905468-01","AT-905468-A",1914,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,NA,"1.1074"
"AT-910139-02","AT-910139-A",1937,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,23,"1.15"
"AT-912864-01","AT-912864-A",1943,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,30,"1.31"
"AT-916393-02","AT-916393-A",1940,"Female","Austria",0,0,0,FALSE,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,4,18,"1.56"
"AT-916949-01","AT-916949-A",1923,"Female","Austria",0,0,0,FALSE,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,19,"1.44"
"AT-918571-01","AT-918571-A",1942,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,2,49,"1.35"
"AT-919057-01","AT-919057-A",1933,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,30,"1.19"
"AT-919985-01","AT-919985-A",1940,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,11,11,11,11,11,11,11,11,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,4,24,"1.40"
"AT-920765-02","AT-920765-A",1940,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,29,"1.38"
"AT-923190-01","AT-923190-A",1941,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,30,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3,22,"1.30"
"AT-931424-01","AT-931424-A",1944,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0,24,"1.62"
"AT-932446-02","AT-932446-A",1940,"Female","Austria",0,0,0,FALSE,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,16,"1.1"
"AT-952460-01","AT-952460-A",1939,"Female","Austria",0,0,0,FALSE,10,10,20,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,18,"1.34"
"AT-953278-01","AT-953278-A",1927,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,NA,"1.50"
"AT-953459-01","AT-953459-A",1921,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,20,"1.60"
"AT-954499-02","AT-954499-A",1943,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,21,"1.4"
"AT-959497-01","AT-959497-A",1942,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,30,"1.10"
"AT-959863-01","AT-959863-A",1932,"Female","Austria",0,0,0,FALSE,10,10,10,10,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,19,"1.27"
"AT-961496-01","AT-961496-A",1920,"Female","Austria",0,0,0,FALSE,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,19,"1.53"
"AT-971813-01","AT-971813-A",1927,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,28,"1.51"
"AT-971813-02","AT-971813-A",1930,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,25,"1.42"
"AT-976105-02","AT-976105-A",1931,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,24,"1.21"
"AT-986403-02","AT-986403-A",1942,"Female","Austria",0,0,0,FALSE,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,11,11,11,11,11,11,11,21,21,21,31,31,31,31,31,31,31,31,2,19,"1.45"
"AT-987342-01","AT-987342-A",1938,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,23,"1.3"
"AT-989144-01","AT-989144-A",1942,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,28,"1.8"
"AT-989144-02","AT-989144-A",1942,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,28,"1.43"
"AT-993910-01","AT-993910-A",1928,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,24,"1.58"
"AT-993910-02","AT-993910-A",1928,"Male","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,24,"1.59"
"AT-994345-01","AT-994345-A",1929,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,25,"1.5"
"AT-995892-01","AT-995892-A",1937,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,21,"1.7"
"AT-996383-01","AT-996383-A",1927,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,23,"1.22"
"AT-998116-01","AT-998116-A",1936,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,24,"1.32"
"AT-999995-01","AT-999995-A",1932,"Female","Austria",0,0,0,FALSE,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,20,"1.13"
"Bf-247934-01","Bf-247934-A",1915,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,29,23,"1.48"
"Bf-577286-01","Bf-577286-A",1914,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,23,"1.215"
"Bf-640346-02","Bf-640346-A",1909,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,35,25,"1.183"
"Bf-644008-01","Bf-644008-A",1922,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,24,"1.86"
"Bf-843120-01","Bf-843120-A",1920,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,28,"1.232"
"Bn-164308-01","Bn-164308-A",1922,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,23,"1.154"
"Bn-192601-01","Bn-192601-A",1918,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,NA,"1.47"
"Bn-274647-01","Bn-274647-A",1922,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,22,27,"1.235"
"Bn-286535-02","Bn-286535-A",1933,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,23,"1.217"
"Bn-297716-02","Bn-297716-A",1933,"Female","Belgium",0,0,0,FALSE,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,18,"1.202"
"Bn-300041-01","Bn-300041-A",1933,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,22,"1.201"
"Bn-369927-02","Bn-369927-A",1933,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,23,"1.128"
"Bn-392466-01","Bn-392466-A",1922,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,24,"1.120"
"Bn-429504-01","Bn-429504-A",1922,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,22,32,"1.211"
"Bn-429504-02","Bn-429504-A",1933,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,21,"1.115"
"Bn-455871-02","Bn-455871-A",1933,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,26,"1.96"
"Bn-459156-02","Bn-459156-A",1924,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,25,"1.199"
"Bn-466429-01","Bn-466429-A",1921,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,25,"1.136"
"Bn-472323-01","Bn-472323-A",1920,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,27,"1.106"
"Bn-496620-02","Bn-496620-A",1922,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,29,"1.190"
"Bn-497752-01","Bn-497752-A",1918,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,26,21,"1.20"
"Bn-504912-01","Bn-504912-A",1933,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,25,"1.95"
"Bn-511486-01","Bn-511486-A",1922,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,22,23,"1.185"
"Bn-514253-03","Bn-514253-B",1919,"Female","Belgium",0,0,0,FALSE,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,25,19,"1.163"
"Bn-525663-01","Bn-525663-A",1926,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,25,"1.223"
"Bn-538995-01","Bn-538995-A",1924,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,23,"1.166"
"Bn-538995-02","Bn-538995-A",1926,"Female","Belgium",0,0,0,FALSE,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,21,"1.214"
"Bn-566903-01","Bn-566903-A",1935,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,NA,"1.226"
"Bn-572065-01","Bn-572065-A",1919,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,25,22,"1.52"
"Bn-572232-02","Bn-572232-A",1935,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,25,"1.219"
"Bn-579683-01","Bn-579683-A",1927,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,32,"1.156"
"Bn-582101-01","Bn-582101-A",1923,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,20,"1.231"
"Bn-602763-02","Bn-602763-A",1935,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,25,"1.167"
"Bn-627171-01","Bn-627171-A",1939,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,22,"1.227"
"Bn-641617-01","Bn-641617-A",1919,"Male","Belgium",0,0,0,FALSE,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,25,27,"1.193"
