"mergeid","hhid3","yrbirth","gender","country","evac","pow","camp","state.15","state.16","state.17","state.18","state.19","state.20","state.21","state.22","state.23","state.24","state.25","state.26","state.27","state.28","state.29","state.30","state.31","state.32","state.33","state.34","state.35","state.36","state.37","state.38","state.39","state.40","state.41","state.42","state.43","state.44","state.45","state.46","state.47","state.48","state.49","state.50","state.51","state.52","state.53","state.54","state.55","state.56","state.57","state.58","state.59","state.60","WW_age","marage"
"AT-010768-01","AT-010768-A",1940,"Female","Austria",1,0,0,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10,10,10,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,4,20
"AT-010955-01","AT-010955-A",1937,"Male","Austria",1,0,0,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,23
"AT-016245-01","AT-016245-A",1938,"Male","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,31,31,31,31,31,31,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,28
"AT-017298-01","AT-017298-A",1943,"Male","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,21,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,45
"AT-044494-02","AT-044494-A",1929,"Female","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,31
"AT-091879-01","AT-091879-A",1937,"Male","Austria",1,0,0,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,22
"AT-094393-01","AT-094393-A",1937,"Female","Austria",1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,NA
"AT-135241-01","AT-135241-A",1942,"Male","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,28
"AT-175498-01","AT-175498-A",1921,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,29
"AT-183320-02","AT-183320-A",1942,"Male","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,25
"AT-185400-01","AT-185400-A",1937,"Male","Austria",1,0,0,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,23
"AT-186695-02","AT-186695-A",1934,"Male","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10,31
"AT-191214-01","AT-191214-A",1932,"Female","Austria",1,0,0,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,20
"AT-192971-02","AT-192971-A",1924,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,35
"AT-196118-01","AT-196118-A",1937,"Female","Austria",1,0,0,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,24
"AT-197099-01","AT-197099-A",1926,"Male","Austria",0,1,0,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,21
"AT-249810-02","AT-249810-A",1923,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,21,39
"AT-276712-01","AT-276712-A",1925,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,23
"AT-294745-01","AT-294745-A",1933,"Female","Austria",1,0,0,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,18
"AT-341944-01","AT-341944-A",1921,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,23,45
"AT-348695-01","AT-348695-A",1931,"Female","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,NA
"AT-358322-01","AT-358322-A",1927,"Female","Austria",0,1,0,10,10,10,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,24
"AT-372614-01","AT-372614-A",1929,"Male","Austria",1,0,0,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,21
"AT-396144-01","AT-396144-A",1926,"Male","Austria",0,1,0,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,21
"AT-396984-01","AT-396984-A",1926,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,10,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,28
"AT-410709-01","AT-410709-A",1922,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,22,25
"AT-452973-01","AT-452973-A",1932,"Female","Austria",1,0,0,10,10,10,10,10,10,10,21,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,23
"AT-453155-01","AT-453155-A",1921,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,33
"AT-460725-01","AT-460725-A",1930,"Female","Austria",1,0,0,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,20
"AT-463520-02","AT-463520-A",1941,"Male","Austria",1,0,0,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,22
"AT-465060-01","AT-465060-A",1943,"Male","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,30
"AT-492053-01","AT-492053-A",1936,"Female","Austria",1,0,0,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,30
"AT-501666-01","AT-501666-A",1934,"Male","Austria",1,0,0,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,23
"AT-536169-01","AT-536169-A",1939,"Female","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,11,11,11,11,11,11,11,11,11,11,5,35
"AT-539176-01","AT-539176-A",1942,"Male","Austria",1,0,0,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,23
"AT-550740-01","AT-550740-A",1929,"Female","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,NA
"AT-598466-01","AT-598466-A",1919,"Female","Austria",1,0,0,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,25,33
"AT-610552-02","AT-610552-A",1940,"Female","Austria",1,0,0,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,23
"AT-665775-02","AT-665775-A",1941,"Male","Austria",1,0,0,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,23
"AT-683041-01","AT-683041-A",1940,"Female","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,21,21,31,31,31,31,31,31,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,35
"AT-715274-01","AT-715274-A",1920,"Male","Austria",0,1,0,10,10,10,10,10,10,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,24
"AT-755392-03","AT-755392-A",1930,"Male","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,26
"AT-764089-01","AT-764089-A",1942,"Female","Austria",0,0,1,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,25
"AT-784923-01","AT-784923-A",1923,"Female","Austria",1,0,0,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,19
"AT-792005-01","AT-792005-A",1942,"Female","Austria",1,0,0,10,10,10,10,10,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,21
"AT-801659-02","AT-801659-A",1935,"Female","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,9,30
"AT-821823-02","AT-821823-A",1921,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,23,38
"AT-824367-01","AT-824367-A",1918,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,10,10,10,10,10,10,10,10,10,10,10,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,45
"AT-849607-01","AT-849607-A",1938,"Female","Austria",1,0,0,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,21
"AT-870394-01","AT-870394-A",1927,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,23
"AT-873542-01","AT-873542-A",1927,"Female","Austria",1,0,0,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,21
"AT-919883-01","AT-919883-A",1918,"Male","Austria",0,1,0,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,20
"AT-934728-01","AT-934728-A",1924,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,20,31
"AT-934906-01","AT-934906-A",1925,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,26
"AT-935531-01","AT-935531-A",1941,"Female","Austria",1,0,0,10,10,10,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3,21
"AT-958643-02","AT-958643-A",1940,"Female","Austria",1,0,0,10,10,10,10,10,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,21
"AT-961047-01","AT-961047-A",1927,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,24
"AT-961047-02","AT-961047-A",1928,"Female","Austria",1,0,0,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,23
"AT-964500-01","AT-964500-A",1928,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,30
"AT-976105-01","AT-976105-A",1925,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,30
"AT-986403-01","AT-986403-A",1937,"Male","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,21,21,21,11,11,11,11,11,11,21,21,21,31,31,31,7,27
"AT-992890-01","AT-992890-A",1944,"Male","Austria",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0,42
"AT-997467-01","AT-997467-A",1922,"Male","Austria",0,1,0,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,11,11,11,11,11,11,11,31,31,31,31,31,31,31,31,31,31,22,26
"Bf-012023-02","Bf-012023-A",1931,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,24
"Bf-016086-01","Bf-016086-A",1937,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,28
"Bf-016086-02","Bf-016086-A",1935,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,30
"Bf-022134-02","Bf-022134-A",1928,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,25
"Bf-027749-01","Bf-027749-A",1922,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,25
"Bf-035922-01","Bf-035922-A",1939,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,5,22
"Bf-037878-02","Bf-037878-A",1935,"Male","Belgium",1,0,0,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,21,21,21,21,21,21,21,21,21,21,21,21,9,21
"Bf-041597-01","Bf-041597-A",1922,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,30,30,30,30,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,22,22
"Bf-059028-01","Bf-059028-A",1934,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,24
"Bf-064483-01","Bf-064483-A",1933,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,22
"Bf-064500-01","Bf-064500-A",1925,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19,NA
"Bf-065998-01","Bf-065998-A",1936,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,34
"Bf-069455-01","Bf-069455-A",1928,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,28
"Bf-070195-01","Bf-070195-A",1921,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,24
"Bf-074439-01","Bf-074439-A",1926,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,24
"Bf-078546-01","Bf-078546-A",1935,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,NA
"Bf-085506-01","Bf-085506-A",1924,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,23
"Bf-088094-01","Bf-088094-A",1931,"Female","Belgium",0,1,0,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,13,20
"Bf-093301-01","Bf-093301-A",1927,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,24
"Bf-095108-01","Bf-095108-A",1924,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,26
"Bf-097081-01","Bf-097081-A",1940,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,23
"Bf-105391-01","Bf-105391-A",1935,"Female","Belgium",1,0,0,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,21
"Bf-112511-01","Bf-112511-A",1918,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,29
"Bf-147689-01","Bf-147689-A",1922,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,30,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,22,22
"Bf-154000-01","Bf-154000-A",1937,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,NA
"Bf-160416-01","Bf-160416-A",1932,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,23
"Bf-163698-01","Bf-163698-A",1939,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,26
"Bf-175367-02","Bf-175367-A",1929,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,26
"Bf-177794-01","Bf-177794-A",1939,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,5,NA
"Bf-178564-01","Bf-178564-A",1937,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,7,23
"Bf-181974-01","Bf-181974-A",1928,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,30
"Bf-181974-02","Bf-181974-A",1933,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,25
"Bf-183387-01","Bf-183387-A",1933,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,27
"Bf-195640-01","Bf-195640-A",1939,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,31,31,31,21,21,21,21,21,21,21,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,26
"Bf-196287-01","Bf-196287-A",1934,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,22
"Bf-196287-02","Bf-196287-A",1934,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,22
"Bf-199644-01","Bf-199644-A",1936,"Female","Belgium",1,0,0,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,21
"Bf-199644-02","Bf-199644-A",1933,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,24
"Bf-200865-01","Bf-200865-A",1929,"Female","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,NA
"Bf-216210-01","Bf-216210-A",1940,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,30
"Bf-284364-01","Bf-284364-A",1928,"Male","Belgium",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,26
