"mergeid","hhid3","yrbirth","gender","country","evac","pow","camp","state.15","state.16","state.17","state.18","state.19","state.20","state.21","state.22","state.23","state.24","state.25","state.26","state.27","state.28","state.29","state.30","state.31","state.32","state.33","state.34","state.35","state.36","state.37","state.38","state.39","state.40","state.41","state.42","state.43","state.44","state.45","state.46","state.47","state.48","state.49","state.50","state.51","state.52","state.53","state.54","state.55","state.56","state.57","state.58","state.59","state.60","WW_age","marage"
"DE-816006-01","DE-816006-A",1923,"Male","Germany",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,30
"DE-831482-01","DE-831482-A",1936,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,NA
"DE-835485-01","DE-835485-A",1941,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,23
"DE-835961-01","DE-835961-A",1936,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,24
"DE-835961-02","DE-835961-A",1938,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,23
"DE-844322-01","DE-844322-A",1927,"Male","Germany",0,1,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,24
"DE-851624-02","DE-851624-A",1939,"Female","Germany",1,0,0,10,10,10,10,10,10,10,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,23
"DE-855334-02","DE-855334-A",1932,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,35
"DE-857084-01","DE-857084-A",1935,"Male","Germany",1,0,0,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,21
"DE-866619-01","DE-866619-A",1942,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,32
"DE-866637-01","DE-866637-A",1941,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,25
"DE-870619-01","DE-870619-A",1930,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,30
"DE-871376-01","DE-871376-A",1936,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,31
"DE-872065-02","DE-872065-A",1935,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,27
"DE-873944-02","DE-873944-A",1934,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,30,31,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,27
"DE-879416-01","DE-879416-A",1941,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,32
"DE-881611-02","DE-881611-A",1940,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,27
"DE-884200-01","DE-884200-A",1937,"Female","Germany",1,0,0,10,10,10,10,30,31,31,31,31,31,21,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,21,11,11,11,11,11,11,11,11,11,7,19
"DE-885853-01","DE-885853-A",1941,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,28
"DE-887715-01","DE-887715-A",1938,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,29
"DE-895396-01","DE-895396-A",1920,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,24
"DE-899228-01","DE-899228-A",1940,"Female","Germany",1,0,0,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,20
"DE-899228-02","DE-899228-A",1935,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,25
"DE-900812-02","DE-900812-A",1938,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,31,31,31,11,11,11,11,11,21,21,21,21,21,21,21,21,21,21,21,11,11,21,21,21,21,21,21,21,21,21,6,31
"DE-908375-01","DE-908375-A",1934,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,24
"DE-908375-02","DE-908375-A",1934,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,24
"DE-909399-01","DE-909399-A",1913,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,28
"DE-912876-02","DE-912876-A",1922,"Male","Germany",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,39
"DE-917198-01","DE-917198-A",1940,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,24
"DE-917198-02","DE-917198-A",1937,"Male","Germany",1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,27
"DE-918184-01","DE-918184-A",1928,"Female","Germany",1,0,0,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,21
"DE-922732-01","DE-922732-A",1926,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,24
"DE-923826-01","DE-923826-A",1939,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,23
"DE-934207-01","DE-934207-A",1932,"Female","Germany",1,0,0,10,10,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,18
"DE-934254-02","DE-934254-A",1937,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,24
"DE-939285-01","DE-939285-A",1915,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,29,25
"DE-945240-02","DE-945240-A",1922,"Female","Germany",1,0,0,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,22,21
"DE-949070-01","DE-949070-A",1936,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,27
"DE-951513-01","DE-951513-A",1923,"Male","Germany",1,1,0,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,47
"DE-951513-02","DE-951513-A",1926,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,18,44
"DE-953435-02","DE-953435-A",1934,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,24
"DE-955671-02","DE-955671-A",1933,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,25
"DE-959440-02","DE-959440-A",1927,"Male","Germany",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,31
"DE-964399-02","DE-964399-A",1940,"Female","Germany",1,0,0,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,32
"DE-967795-01","DE-967795-A",1925,"Female","Germany",1,0,0,10,10,10,10,10,10,10,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,23
"DE-969823-01","DE-969823-A",1925,"Male","Germany",0,1,0,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,26
"DE-986714-02","DE-986714-A",1935,"Female","Germany",1,0,0,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,19
"DE-987303-01","DE-987303-A",1938,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,26
"DE-988505-02","DE-988505-A",1937,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,31
"DE-991395-01","DE-991395-A",1934,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,33
"FR-005252-01","FR-005252-A",1936,"Female","France",1,0,0,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,17
"FR-010803-01","FR-010803-A",1939,"Female","France",1,0,0,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,19
"FR-011282-01","FR-011282-A",1926,"Female","France",1,0,0,10,10,10,10,10,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,20
"FR-034340-01","FR-034340-A",1935,"Female","France",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,24
"FR-034788-01","FR-034788-A",1920,"Female","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,28
"FR-039498-02","FR-039498-A",1940,"Male","France",1,1,1,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,26
"FR-050648-02","FR-050648-A",1944,"Female","France",1,0,0,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0,18
"FR-056404-01","FR-056404-A",1925,"Female","France",1,1,0,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,19
"FR-059931-01","FR-059931-A",1942,"Male","France",1,0,0,10,10,10,10,20,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,20
"FR-060385-01","FR-060385-A",1930,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,27
"FR-068246-02","FR-068246-A",1933,"Female","France",1,0,0,10,10,10,10,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,19
"FR-079522-02","FR-079522-A",1939,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,28
"FR-090480-01","FR-090480-A",1934,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,36
"FR-094474-02","FR-094474-A",1928,"Female","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,29
"FR-120675-01","FR-120675-A",1930,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,25
"FR-121551-02","FR-121551-A",1940,"Male","France",1,0,0,11,11,11,11,11,11,11,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,25
"FR-124939-01","FR-124939-A",1937,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,25
"FR-125954-01","FR-125954-A",1921,"Male","France",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,30
"FR-131991-01","FR-131991-A",1931,"Female","France",1,0,0,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,22
"FR-132548-01","FR-132548-A",1930,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,24
"FR-144414-01","FR-144414-A",1921,"Female","France",1,0,0,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,24
"FR-149792-01","FR-149792-A",1936,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,11,11,11,11,31,31,31,31,31,31,31,31,21,21,21,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,28
"FR-158899-01","FR-158899-A",1937,"Female","France",1,0,0,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,22
"FR-160861-01","FR-160861-A",1922,"Male","France",1,0,0,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,23
"FR-165454-01","FR-165454-A",1913,"Male","France",1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,28
"FR-165885-01","FR-165885-A",1935,"Female","France",1,0,0,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,22
"FR-169530-01","FR-169530-A",1930,"Female","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,27
"FR-169530-02","FR-169530-A",1927,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,30
"FR-175710-01","FR-175710-A",1929,"Female","France",1,0,0,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,15,21
"FR-192637-01","FR-192637-A",1939,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,21,31,31,31,31,5,24
"FR-197972-01","FR-197972-A",1934,"Female","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31
"FR-206824-01","FR-206824-A",1933,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,27
"FR-213307-01","FR-213307-A",1935,"Female","France",1,0,0,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,19
"FR-215177-01","FR-215177-A",1922,"Male","France",0,1,0,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,22,26
"FR-216907-01","FR-216907-A",1921,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,24
"FR-216907-02","FR-216907-A",1927,"Female","France",1,0,0,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,18
"FR-221042-01","FR-221042-A",1927,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,20,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,29
"FR-239469-01","FR-239469-A",1932,"Male","France",1,0,0,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,23
"FR-242324-01","FR-242324-A",1938,"Female","France",1,0,0,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,21
"FR-242324-02","FR-242324-A",1932,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,27
"FR-246766-01","FR-246766-A",1932,"Female","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,27
"FR-266772-01","FR-266772-A",1940,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,4,42
"FR-270193-01","FR-270193-A",1940,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,27
"FR-270230-01","FR-270230-A",1923,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,30
"FR-274701-01","FR-274701-A",1933,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,28
"FR-280021-01","FR-280021-A",1929,"Female","France",1,0,0,10,10,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,18
"FR-286229-01","FR-286229-A",1924,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,24
"FR-301289-01","FR-301289-A",1941,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,32
"FR-310441-01","FR-310441-A",1923,"Female","France",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,24
"FR-312148-01","FR-312148-A",1919,"Male","France",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,25,27
"FR-321702-01","FR-321702-A",1920,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,29
"FR-322379-02","FR-322379-A",1935,"Male","France",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,25
"FR-325262-01","FR-325262-A",1933,"Female","France",1,0,0,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,22
"FR-330504-01","FR-330504-A",1934,"Female","France",1,0,0,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,22
"FR-343441-01","FR-343441-A",1935,"Female","France",1,0,0,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,22
"FR-343913-02","FR-343913-A",1935,"Female","France",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,30
